ROWNUM,object_id,+PRIVILEGES,project_id,Data.AxisNumber,Data.CompressionAlgorithm,Data.DataLength,Data.DataSize,Data.ImgNumber,Data.InstrumentMode,Data.ObservationMode,Data.OnBoardSoftwareVersion,Data.PlanningId,Data.SimInputConfId,Data.VisNominalChain,Data.VisSequence,Data.VisSequenceEndTime,Data.ObservationDateTime.MJD,Data.ObservationDateTime.OBT,Data.ObservationDateTime.UTC,Data.FrameFitsFile.Format,Data.FrameFitsFile.Version,Data.ExposureTime.Unit,Data.ExposureTime.Value,Data.FrameFitsFile.DataContainer.ChecksumMethod,Data.FrameFitsFile.DataContainer.ChecksumValue,Data.FrameFitsFile.DataContainer.FileName,Data.FrameFitsFile.DataContainer.Filestatus,OBJECT_ID$
1825,03DEF710770FC634E06330061AAC288D,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","CALIBRATION","3.1.2",2315611648,,"false","ParallelTrapPumping",1970-02-25 20:20:46.235000,60182.184936980215,1970-02-25 20:19:09.083000,2023-08-26 04:26:18.555091,"le1.visRawImage","0.2","s",0.0,,,"EUC_LE1_VIS-65626-1-C_20230826T041039.000000Z_02_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
1826,03DF18518A820A08E06330061AAC44DD,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","WIDE","3.1.2",2315611904,,"false","Nominal/Short",1970-02-25 20:58:48.718000,60182.21046943294,1970-02-25 20:55:55.084000,2023-08-26 05:03:04.559006,"le1.visRawImage","0.2","s",89.52,,,"EUC_LE1_VIS-65626-1-C_20230826T044826.000000Z_02_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
1827,03ED55993FFF439DE06330061AACF5BF,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","WIDE","3.1.2",2315619456,,"false","Nominal/Short",1970-02-26 14:59:47.732000,60182.961153635355,1970-02-26 14:56:54.083000,2023-08-26 23:04:03.674094,"le1.visRawImage","0.2","s",89.52,,,"EUC_LE1_VIS-65626-1-C_20230826T224903.000000Z_02_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
1828,03ED585ADBED469EE06330061AAC91E7,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","WIDE","3.1.2",2315613824,,"false","Nominal/Short",1970-02-26 01:27:08.003000,60182.391349383535,1970-02-26 01:16:23.084000,2023-08-26 09:23:32.586737,"le1.visRawImage","0.2","s",560.52,,,"EUC_LE1_VIS-65626-1-C_20230826T092310.000000Z_01_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
1829,029F56FDAE7E6DDEE0632F061AACFE62,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","CALIBRATION","3.1.2",2147582464,,"false","ChargeInjection",1970-02-10 06:55:31.688000,60166.62582351337,1970-02-10 06:54:04.083000,2023-08-10 15:01:11.151556,"le1.visRawImage","0.2","s",0.001,,,"EUC_LE1_VIS-65545-1-C_20230810T144540.000000Z_02_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
1830,02EDD9AA8B451555E0632F061AAC0AA1,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","CALIBRATION","3.1.2",2885922176,,"false","FlatField",1970-02-14 05:33:20.196000,60170.56877017562,1970-02-14 05:31:54.083000,2023-08-14 13:39:01.743174,"le1.visRawImage","0.2","s",2.0,,,"EUC_LE1_VIS-65593-1-C_20230814T132512.000000Z_03_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
1831,02EDE2C71C89209FE0632F061AAC383C,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","CALIBRATION","3.1.2",2885922176,,"false","FlatField",1970-02-14 05:40:12.195000,60170.57353870242,1970-02-14 05:38:46.083000,2023-08-14 13:45:53.743889,"le1.visRawImage","0.2","s",2.0,,,"EUC_LE1_VIS-65593-1-C_20230814T132512.000000Z_04_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
1832,031551A9C1563B36E0632F061AACDCC3,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","CALIBRATION","3.1.2",3087261312,,"false","ChargeInjection",1970-02-16 05:11:44.074000,60172.55303288074,1970-02-16 05:09:14.078000,2023-08-16 13:16:22.040896,"le1.visRawImage","0.2","s",0.001,,,"EUC_LE1_VIS-65598-1-C_20230816T125938.000000Z_04_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
1833,03155565513F4077E0632F061AAC65CB,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","CALIBRATION","3.1.2",3087261312,,"false","ChargeInjection",1970-02-16 04:55:05.066000,60172.541470360724,1970-02-16 04:52:35.083000,2023-08-16 12:59:43.039166,"le1.visRawImage","0.2","s",0.001,,,"EUC_LE1_VIS-65598-1-C_20230816T125938.000000Z_01_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
1834,0315A74008ADB8C9E0632F061AACFCDF,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","CALIBRATION","3.1.2",3087261824,,"false","ChargeInjection",1970-02-16 06:49:06.244000,60172.62064873898,1970-02-16 06:46:36.084000,2023-08-16 14:53:44.051048,"le1.visRawImage","0.2","s",0.001,,,"EUC_LE1_VIS-65598-1-C_20230816T143901.000000Z_04_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
1835,0316E745BD749ECBE0632F061AACF0D5,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","CALIBRATION","3.1.2",3087262976,,"false","Bias",1970-02-16 10:20:07.722000,60172.768044828284,1970-02-16 10:18:51.084000,2023-08-16 18:25:59.073164,"le1.visRawImage","0.2","s",0.0,,,"EUC_LE1_VIS-65599-1-C_20230816T182554.000000Z_01_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
1836,03C005B1B79B183CE0632F061AAC4C0E,3,30,2,"CCSDS121_REORDERING",4439008,16,132,"Science","CALIBRATION","3.1.2",16384,,"false","Bias",1970-02-23 14:30:31.686000,60179.94194688903,1970-02-23 14:29:15.083000,2023-08-23 22:36:24.211212,"le1.visRawImage","0.2","s",0.0,,,"EUC_LE1_VIS-00000-1-E_20230823T223000.000000Z_02_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
1837,03EDF96FB254EF40E06330061AAC68D0,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","WIDE","3.1.2",2315612672,,"false","Nominal/Short",1970-02-25 22:40:36.715000,60182.275712604256,1970-02-25 22:29:52.083000,2023-08-26 06:37:01.569008,"le1.visRawImage","0.2","s",560.52,,,"EUC_LE1_VIS-65626-1-C_20230826T063701.000000Z_01_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
1838,03EE606565FD8368E06330061AAC4DA9,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","CALIBRATION","3.1.2",2315619328,,"false","ParallelTrapPumping",1970-02-26 14:39:35.221000,60182.947820278365,1970-02-26 14:37:42.083000,2023-08-26 22:44:51.672050,"le1.visRawImage","0.2","s",0.0,,,"EUC_LE1_VIS-65626-1-C_20230826T222912.000000Z_02_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
1839,03EE65F27C4F88AFE06330061AAC48D8,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","WIDE","3.1.2",2315619328,,"false","Nominal/Short",1970-02-26 14:32:47.723000,60182.93695220352,1970-02-26 14:22:03.083000,2023-08-26 22:29:12.670384,"le1.visRawImage","0.2","s",560.52,,,"EUC_LE1_VIS-65626-1-C_20230826T222912.000000Z_01_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
1840,03EE6F6FF7CD9611E06330061AAC3AF7,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","CALIBRATION","3.1.2",2315618816,,"false","ChargeInjection",1970-02-26 13:26:47.079000,60182.8968363916,1970-02-26 13:24:17.083000,2023-08-26 21:31:26.664234,"le1.visRawImage","0.2","s",0.001,,,"EUC_LE1_VIS-65626-1-C_20230826T211555.000000Z_02_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
1841,03EE75366B749C35E06330061AAC8950,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","WIDE","3.1.2",2315618816,,"false","Nominal/Short",1970-02-26 13:19:30.875000,60182.88606090952,1970-02-26 13:08:46.084000,2023-08-26 21:15:55.662583,"le1.visRawImage","0.2","s",560.52,,,"EUC_LE1_VIS-65626-1-C_20230826T211555.000000Z_01_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
1842,03EE7FB02D35A63DE06330061AAC7B08,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","WIDE","3.1.2",2315612800,,"false","Nominal/Short",1970-02-25 23:00:41.846000,60182.289659388276,1970-02-25 22:49:57.084000,2023-08-26 06:57:06.571147,"le1.visRawImage","0.2","s",560.52,,,"EUC_LE1_VIS-65626-1-C_20230826T065644.000000Z_01_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
1843,03EE8817A891AEA3E06330061AACA480,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","CALIBRATION","3.1.2",2315615104,,"false","Dark",1970-02-26 04:35:56.745000,60182.52528480638,1970-02-26 04:29:15.084000,2023-08-26 12:36:24.607271,"le1.visRawImage","0.2","s",325.0,,,"EUC_LE1_VIS-65626-1-C_20230826T122534.000000Z_02_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
1844,04831D69472AB401E06330061AAC3873,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","WIDE","3.1.2",2147876992,,"false","Nominal/Short",1970-03-06 19:04:31.817000,60191.1256704377,1970-03-06 18:53:47.083000,2023-09-04 03:00:57.925817,"le1.visRawImage","0.2","s",560.52,,,"EUC_LE1_VIS-65633-1-C_20230904T030036.000000Z_01_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
1845,04831FE9C80CB6C6E06330061AACDCB4,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","WIDE","3.1.2",2147876992,,"false","Nominal/Short",1970-03-06 19:11:18.718000,60191.13583249277,1970-03-06 19:08:25.083000,2023-09-04 03:15:35.927375,"le1.visRawImage","0.2","s",89.52,,,"EUC_LE1_VIS-65633-1-C_20230904T030036.000000Z_02_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
1846,04835F4C16460238E06330061AAC7062,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","WIDE","3.1.2",2147877248,,"false","Nominal/Short",1970-03-06 19:39:55.825000,60191.15025381467,1970-03-06 19:29:11.084000,2023-09-04 03:36:21.929587,"le1.visRawImage","0.2","s",560.52,,,"EUC_LE1_VIS-65633-1-C_20230904T033622.000000Z_01_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
1847,048362885F2305CDE06330061AACA9B5,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","CALIBRATION","3.1.2",2147877248,,"false","Dark",1970-03-06 19:46:42.754000,60191.159223737945,1970-03-06 19:42:06.080000,2023-09-04 03:49:16.930959,"le1.visRawImage","0.2","s",200.0,,,"EUC_LE1_VIS-65633-1-C_20230904T033622.000000Z_02_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
1848,0483656B5F6908C1E06330061AACD9EA,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","CALIBRATION","3.1.2",2147877120,,"false","Bias",1970-03-06 19:28:29.716000,60191.148888071504,1970-03-06 19:27:13.084000,2023-09-04 03:34:23.929378,"le1.visRawImage","0.2","s",0.0,,,"EUC_LE1_VIS-65633-1-C_20230904T031840.000000Z_02_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
1849,04836894D23B0BADE06330061AAC953D,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","WIDE","3.1.2",2147877120,,"false","Nominal/Short",1970-03-06 19:22:13.842000,60191.13796212619,1970-03-06 19:11:29.084000,2023-09-04 03:18:39.927703,"le1.visRawImage","0.2","s",560.52,,,"EUC_LE1_VIS-65633-1-C_20230904T031840.000000Z_01_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
1850,04836BD578520F6BE06330061AAC677C,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","WIDE","3.1.2",2147877376,,"false","Nominal/Short",1970-03-06 19:57:37.846000,60191.162545503146,1970-03-06 19:46:53.084000,2023-09-04 03:54:03.931472,"le1.visRawImage","0.2","s",560.52,,,"EUC_LE1_VIS-65633-1-C_20230904T035404.000000Z_01_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
1851,048373E19D9F1761E06330061AACA6A3,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","WIDE","3.1.2",2147877504,,"false","Nominal/Short",1970-03-06 20:17:35.895000,60191.17641126849,1970-03-06 20:06:51.084000,2023-09-04 04:14:01.933598,"le1.visRawImage","0.2","s",560.52,,,"EUC_LE1_VIS-65633-1-C_20230904T041340.000000Z_01_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
1852,0261F435E527DF5CE0632F061AAC4A7C,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","CALIBRATION","3.1.2",2147555840,,"false","FlatField",1970-02-07 15:35:00.192000,60163.986582818885,1970-02-07 15:33:34.083000,2023-08-07 23:40:40.755552,"le1.visRawImage","0.2","s",2.0,,,"EUC_LE1_VIS-65541-1-C_20230807T232412.000000Z_02_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
1853,02620E265025004BE0632F061AACA12E,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","CALIBRATION","3.1.2",2147555712,,"false","Bias",1970-02-07 15:16:24.722000,60163.97378187073,1970-02-07 15:15:08.083000,2023-08-07 23:22:14.753631,"le1.visRawImage","0.2","s",0.0,,,"EUC_LE1_VIS-65541-1-C_20230807T230630.000000Z_02_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
1854,026245E57B184930E0632F061AAC9833,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","WIDE","3.1.2",2147556480,,"false","Nominal/Short",1970-02-07 17:01:22.739000,60164.04010143036,1970-02-07 16:50:38.084000,2023-08-08 00:57:44.763583,"le1.visRawImage","0.2","s",560.52,,,"EUC_LE1_VIS-65542-1-C_20230808T005722.000000Z_01_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
1855,02B3B5B28FD443A1E0632F061AAC2D48,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","CALIBRATION","3.1.2",3020121600,,"false","ChargeInjection",1970-02-11 17:21:23.619000,60168.061300543304,1970-02-11 17:21:09.083000,2023-08-12 01:28:16.366941,"le1.visRawImage","0.2","s",0.001,,,"EUC_LE1_VIS-65585-1-C_20230812T011216.000000Z_20_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
1856,02B3B6D653B64A75E0632F061AAC0E87,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","CALIBRATION","3.1.2",3020121600,,"false","ChargeInjection",1970-02-11 17:20:33.615000,60168.06072183859,1970-02-11 17:20:19.083000,2023-08-12 01:27:26.366854,"le1.visRawImage","0.2","s",0.001,,,"EUC_LE1_VIS-65585-1-C_20230812T011216.000000Z_19_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
1857,02B3B7EA4BEE4BF2E0632F061AAC5F92,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","CALIBRATION","3.1.2",3020121600,,"false","ChargeInjection",1970-02-11 17:26:23.619000,60168.06477277156,1970-02-11 17:26:09.084000,2023-08-12 01:33:16.367463,"le1.visRawImage","0.2","s",0.001,,,"EUC_LE1_VIS-65585-1-C_20230812T011216.000000Z_26_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
1858,02B3BA41C5E150AEE0632F061AACAAA1,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","CALIBRATION","3.1.2",3020121600,,"false","ChargeInjection",1970-02-11 17:10:33.612000,60168.05377738208,1970-02-11 17:10:19.083000,2023-08-12 01:17:26.365812,"le1.visRawImage","0.2","s",0.001,,,"EUC_LE1_VIS-65585-1-C_20230812T011216.000000Z_07_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
1859,02B3BB83A64A5252E0632F061AAC389A,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","CALIBRATION","3.1.2",3020121600,,"false","ChargeInjection",1970-02-11 17:08:03.619000,60168.052041267976,1970-02-11 17:07:49.084000,2023-08-12 01:14:56.365553,"le1.visRawImage","0.2","s",0.001,,,"EUC_LE1_VIS-65585-1-C_20230812T011216.000000Z_04_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
1860,02B3BC97AB155471E0632F061AAC92AC,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","CALIBRATION","3.1.2",3020121600,,"false","ChargeInjection",1970-02-11 17:24:43.624000,60168.06361536214,1970-02-11 17:24:29.083000,2023-08-12 01:31:36.367289,"le1.visRawImage","0.2","s",0.001,,,"EUC_LE1_VIS-65585-1-C_20230812T011216.000000Z_24_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
1861,02B3BDB2D05956A2E0632F061AACAA74,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","CALIBRATION","3.1.2",3020121600,,"false","ChargeInjection",1970-02-11 17:18:03.615000,60168.05898572446,1970-02-11 17:17:49.083000,2023-08-12 01:24:56.366594,"le1.visRawImage","0.2","s",0.001,,,"EUC_LE1_VIS-65585-1-C_20230812T011216.000000Z_16_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
1862,02B3C032B4F35AD5E0632F061AACDC4E,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","CALIBRATION","3.1.2",3020121600,,"false","ChargeInjection",1970-02-11 17:13:03.635000,60168.05551349621,1970-02-11 17:12:49.083000,2023-08-12 01:19:56.366073,"le1.visRawImage","0.2","s",0.001,,,"EUC_LE1_VIS-65585-1-C_20230812T011216.000000Z_10_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
1863,02B3C27AA6A55EA9E0632F061AACFE84,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","CALIBRATION","3.1.2",3020121600,,"false","ChargeInjection",1970-02-11 17:33:03.649000,60168.06940240922,1970-02-11 17:32:49.083000,2023-08-12 01:39:56.368157,"le1.visRawImage","0.2","s",0.001,,,"EUC_LE1_VIS-65585-1-C_20230812T011216.000000Z_34_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
1864,02B3C3930770610AE0632F061AACBEA3,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","CALIBRATION","3.1.2",3020121600,,"false","ChargeInjection",1970-02-11 17:32:13.636000,60168.06882370451,1970-02-11 17:31:59.083000,2023-08-12 01:39:06.368070,"le1.visRawImage","0.2","s",0.001,,,"EUC_LE1_VIS-65585-1-C_20230812T011216.000000Z_33_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
1865,02B3C4BF5D2A6348E0632F061AACE44F,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","CALIBRATION","3.1.2",3020121600,,"false","ChargeInjection",1970-02-11 17:09:43.619000,60168.05319867739,1970-02-11 17:09:29.084000,2023-08-12 01:16:36.365726,"le1.visRawImage","0.2","s",0.001,,,"EUC_LE1_VIS-65585-1-C_20230812T011216.000000Z_06_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
1866,02B3C5FE24EC64F2E0632F061AAC3AFA,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","CALIBRATION","3.1.2",3020121600,,"false","ChargeInjection",1970-02-11 17:05:28.609000,60168.050247283376,1970-02-11 17:05:14.084000,2023-08-12 01:12:21.365284,"le1.visRawImage","0.2","s",0.001,,,"EUC_LE1_VIS-65585-1-C_20230812T011216.000000Z_01_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
1867,02B3C7335EE16775E0632F061AAC0C08,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","CALIBRATION","3.1.2",3020121600,,"false","ChargeInjection",1970-02-11 17:13:53.612000,60168.056092200924,1970-02-11 17:13:39.083000,2023-08-12 01:20:46.366160,"le1.visRawImage","0.2","s",0.001,,,"EUC_LE1_VIS-65585-1-C_20230812T011216.000000Z_11_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
1868,02B3C86C723B69A1E0632F061AACE708,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","CALIBRATION","3.1.2",3020121600,,"false","ChargeInjection",1970-02-11 17:11:23.615000,60168.054356086795,1970-02-11 17:11:09.083000,2023-08-12 01:18:16.365899,"le1.visRawImage","0.2","s",0.001,,,"EUC_LE1_VIS-65585-1-C_20230812T011216.000000Z_08_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
1869,02B3C98865A26B51E0632F061AAC3076,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","CALIBRATION","3.1.2",3020121600,,"false","ChargeInjection",1970-02-11 17:28:03.614000,60168.06593018099,1970-02-11 17:27:49.084000,2023-08-12 01:34:56.367637,"le1.visRawImage","0.2","s",0.001,,,"EUC_LE1_VIS-65585-1-C_20230812T011216.000000Z_28_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
1870,02B3DD7995068E51E0632F061AAC5E8D,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","WIDE","3.1.2",2147594880,,"false","Nominal/Short",1970-02-11 12:23:19.778000,60167.847017763765,1970-02-11 12:12:35.083000,2023-08-11 20:19:42.334789,"le1.visRawImage","0.2","s",560.52,,,"EUC_LE1_VIS-65546-1-C_20230811T201920.000000Z_01_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
1871,02B3E314E1B6969DE0632F061AAC5CFF,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","WIDE","3.1.2",2147595136,,"false","Nominal/Short",1970-02-11 12:58:43.840000,60167.8716011398,1970-02-11 12:47:59.084000,2023-08-11 20:55:06.338479,"le1.visRawImage","0.2","s",560.52,,,"EUC_LE1_VIS-65546-1-C_20230811T205506.000000Z_01_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
1872,02B408E228C4D877E0632F061AAC5A7A,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","CALIBRATION","3.1.2",2852349568,,"false","Bias",1970-02-11 17:47:34.708000,60168.07876585141,1970-02-11 17:46:18.083000,2023-08-12 01:53:25.369562,"le1.visRawImage","0.2","s",0.0,,,"EUC_LE1_VIS-65586-1-C_20230812T014336.000000Z_03_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
1873,02B40E28567EE023E0632F061AAC4FAF,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","CALIBRATION","3.1.2",2852349568,,"false","Bias",1970-02-11 18:03:17.714000,60168.08968022221,1970-02-11 18:02:01.083000,2023-08-12 02:09:08.371199,"le1.visRawImage","0.2","s",0.0,,,"EUC_LE1_VIS-65586-1-C_20230812T014336.000000Z_05_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
1874,02B419076AFDF09AE0632F061AAC5DFB,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","CALIBRATION","3.1.2",2852349696,,"false","Dark",1970-02-11 19:14:51.747000,60168.132828445305,1970-02-11 19:04:09.084000,2023-08-12 03:11:16.377675,"le1.visRawImage","0.2","s",566.0,,,"EUC_LE1_VIS-65586-1-C_20230812T023440.000000Z_08_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
1875,02B41BB12DC3F4DFE0632F061AACBC85,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","CALIBRATION","3.1.2",2852349696,,"false","Dark",1970-02-11 18:59:08.803000,60168.12736547284,1970-02-11 18:56:17.083000,2023-08-12 03:03:24.376854,"le1.visRawImage","0.2","s",95.0,,,"EUC_LE1_VIS-65586-1-C_20230812T023440.000000Z_06_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
1876,02B41E618D5FF89FE0632F061AAC0A3D,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","CALIBRATION","3.1.2",2852349696,,"false","Bias",1970-02-11 18:54:21.712000,60168.12514324676,1970-02-11 18:53:05.083000,2023-08-12 03:00:12.376520,"le1.visRawImage","0.2","s",0.0,,,"EUC_LE1_VIS-65586-1-C_20230812T023440.000000Z_05_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
1877,02B4239AFE83046CE0632F061AAC242D,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","CALIBRATION","3.1.2",2852349696,,"false","Bias",1970-02-11 19:04:05.714000,60168.131902517765,1970-02-11 19:02:49.083000,2023-08-12 03:09:56.377535,"le1.visRawImage","0.2","s",0.0,,,"EUC_LE1_VIS-65586-1-C_20230812T023440.000000Z_07_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
1878,02B42654FA4D0927E0632F061AACFBDA,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","CALIBRATION","3.1.2",2852349696,,"false","Bias",1970-02-11 18:28:54.709000,60168.10746960496,1970-02-11 18:27:38.083000,2023-08-12 02:34:45.373869,"le1.visRawImage","0.2","s",0.0,,,"EUC_LE1_VIS-65586-1-C_20230812T023440.000000Z_01_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
1879,02C420934E347689E0632F061AAC338E,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","CALIBRATION","3.1.2",2852350976,,"false","Dark",1970-02-12 03:31:32.746000,60168.48319942414,1970-02-12 03:28:41.084000,2023-08-12 11:35:48.430246,"le1.visRawImage","0.2","s",95.0,,,"EUC_LE1_VIS-65586-1-C_20230812T110704.000000Z_06_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
1880,02EFEDC74FFD9C4FE0632F061AACF636,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","CALIBRATION","3.1.2",2885923840,,"false","FlatField",1970-02-14 12:54:50.196000,60170.87536793029,1970-02-14 12:53:24.083000,2023-08-14 21:00:31.789177,"le1.visRawImage","0.2","s",2.0,,,"EUC_LE1_VIS-65593-1-C_20230814T203950.000000Z_04_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
1881,02F0B23A5AAC8B10E0632F061AAC9B81,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","CALIBRATION","3.1.2",2885924480,,"false","FlatField",1970-02-14 15:26:56.197000,60170.98099311372,1970-02-14 15:25:30.083000,2023-08-14 23:32:37.805025,"le1.visRawImage","0.2","s",2.0,,,"EUC_LE1_VIS-65593-1-C_20230814T232540.000000Z_02_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
1882,03031CF8F56CBED6E0632F061AACDD99,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","CALIBRATION","3.1.2",3053700736,,"false","ParallelTrapPumping",1970-02-15 08:48:51.993000,60171.70460548148,1970-02-15 08:47:30.083000,2023-08-15 16:54:37.913599,"le1.visRawImage","0.2","s",0.0,,,"EUC_LE1_VIS-65596-1-C_20230815T165432.000000Z_01_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
1883,03032203A1CBC649E0632F061AACB06A,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","CALIBRATION","3.1.2",3053700864,,"false","ParallelTrapPumping",1970-02-15 09:33:53.287000,60171.73439719989,1970-02-15 09:30:24.084000,2023-08-15 17:37:31.918071,"le1.visRawImage","0.2","s",0.0,,,"EUC_LE1_VIS-65596-1-C_20230815T172012.000000Z_04_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
