ROWNUM,object_id,+PRIVILEGES,project_id,Data.AxisNumber,Data.CompressionAlgorithm,Data.DataLength,Data.DataSize,Data.ImgNumber,Data.InstrumentMode,Data.ObservationMode,Data.OnBoardSoftwareVersion,Data.PlanningId,Data.SimInputConfId,Data.VisNominalChain,Data.VisSequence,Data.VisSequenceEndTime,Data.ObservationDateTime.MJD,Data.ObservationDateTime.OBT,Data.ObservationDateTime.UTC,Data.FrameFitsFile.Format,Data.FrameFitsFile.Version,Data.ExposureTime.Unit,Data.ExposureTime.Value,Data.FrameFitsFile.DataContainer.ChecksumMethod,Data.FrameFitsFile.DataContainer.ChecksumValue,Data.FrameFitsFile.DataContainer.FileName,Data.FrameFitsFile.DataContainer.Filestatus,OBJECT_ID$
61,02223723F4CB3BE6E0632F061AACAC2A,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","WIDE","3.1.2",12548,,"false","Nominal/Short",1970-02-04 03:45:06.245000,60160.49026887673,1970-02-04 03:38:53.084000,2023-08-04 11:45:59.230950,"le1.visRawImage","0.2","s",289.0,,,"EUC_LE1_VIS-00000-1-E_20230804T114556.000000Z_01_01_00.01.fits.gz","PROPOSED","DpdVisRawFrame"
62,022260915AEE7863E0632F061AAC7B3F,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","WIDE","3.1.2",12333,,"false","Nominal/Short",1970-02-04 00:44:24.775000,60160.36164596817,1970-02-04 00:33:40.084000,2023-08-04 08:40:46.211650,"le1.visRawImage","0.2","s",560.52,,,"EUC_LE1_VIS-00000-1-E_20230804T084042.000000Z_01_01_00.01.fits.gz","PROPOSED","DpdVisRawFrame"
63,022269033DAC8437E0632F061AACA21A,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","WIDE","3.1.2",12550,,"false","Nominal/Short",1970-02-04 03:58:04.239000,60160.499273522,1970-02-04 03:51:51.084000,2023-08-04 11:58:57.232301,"le1.visRawImage","0.2","s",289.0,,,"EUC_LE1_VIS-00000-1-E_20230804T115854.000000Z_01_01_00.01.fits.gz","PROPOSED","DpdVisRawFrame"
64,02229D460ECDCB69E0632F061AACC2AB,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","WIDE","3.1.2",12553,,"false","Nominal/Short",1970-02-04 04:17:31.244000,60160.5127804899,1970-02-04 04:11:18.084000,2023-08-04 12:18:24.234327,"le1.visRawImage","0.2","s",289.0,,,"EUC_LE1_VIS-00000-1-E_20230804T121821.000000Z_01_01_00.01.fits.gz","PROPOSED","DpdVisRawFrame"
65,02232646A49F4444E0632F061AAC3660,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","WIDE","3.1.2",12577,,"false","Nominal/Short",1970-02-04 06:53:07.227000,60160.62083623311,1970-02-04 06:46:54.084000,2023-08-04 14:54:00.250540,"le1.visRawImage","0.2","s",289.0,,,"EUC_LE1_VIS-00000-1-E_20230804T145357.000000Z_01_01_00.01.fits.gz","PROPOSED","DpdVisRawFrame"
66,02233FD0E7306718E0632F061AAC5531,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","WIDE","3.1.2",12580,,"false","Nominal/Short",1970-02-04 07:12:34.257000,60160.63434320101,1970-02-04 07:06:21.084000,2023-08-04 15:13:27.252567,"le1.visRawImage","0.2","s",289.0,,,"EUC_LE1_VIS-00000-1-E_20230804T151324.000000Z_01_01_00.01.fits.gz","PROPOSED","DpdVisRawFrame"
67,022359EAE6B18843E0632F061AACA4A6,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","WIDE","3.1.2",12596,,"false","Nominal/Short",1970-02-04 08:56:18.273000,60160.70638036314,1970-02-04 08:50:05.083000,2023-08-04 16:57:11.263375,"le1.visRawImage","0.2","s",289.0,,,"EUC_LE1_VIS-00000-1-E_20230804T165708.000000Z_01_01_00.01.fits.gz","PROPOSED","DpdVisRawFrame"
68,0223739FD180A77AE0632F061AAC95E2,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","WIDE","3.1.2",12598,,"false","Nominal/Short",1970-02-04 09:09:16.276000,60160.715385008414,1970-02-04 09:03:03.084000,2023-08-04 17:10:09.264727,"le1.visRawImage","0.2","s",289.0,,,"EUC_LE1_VIS-00000-1-E_20230804T171006.000000Z_01_01_00.01.fits.gz","PROPOSED","DpdVisRawFrame"
69,022384DE32F5BC73E0632F061AACE572,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","WIDE","3.1.2",12599,,"false","Nominal/Short",1970-02-04 09:15:45.276000,60160.71988733105,1970-02-04 09:09:32.084000,2023-08-04 17:16:38.265403,"le1.visRawImage","0.2","s",289.0,,,"EUC_LE1_VIS-00000-1-E_20230804T171635.000000Z_01_01_00.01.fits.gz","PROPOSED","DpdVisRawFrame"
70,02239EAB99E2DF60E0632F061AACC06D,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","WIDE","3.1.2",4929,,"false","Nominal/Short",1970-02-04 13:48:10.226000,60160.90906590033,1970-02-04 13:41:57.084000,2023-08-04 21:49:03.293788,"le1.visRawImage","0.2","s",289.0,,,"EUC_LE1_VIS-00000-1-E_20230804T214900.000000Z_01_01_00.01.fits.gz","PROPOSED","DpdVisRawFrame"
71,0223A772DB8AE99BE0632F061AAC3CB5,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","WIDE","3.1.2",4928,,"false","Nominal/Short",1970-02-04 13:39:28.208000,60160.90302422315,1970-02-04 13:33:15.083000,2023-08-04 21:40:21.292880,"le1.visRawImage","0.2","s",289.0,,,"EUC_LE1_VIS-00000-1-E_20230804T214018.000000Z_01_01_00.01.fits.gz","PROPOSED","DpdVisRawFrame"
72,0223B036597CF569E0632F061AAC9CB1,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","WIDE","3.1.2",4930,,"false","Nominal/Short",1970-02-04 13:56:52.243000,60160.91510757747,1970-02-04 13:50:39.083000,2023-08-04 21:57:45.294693,"le1.visRawImage","0.2","s",289.0,,,"EUC_LE1_VIS-00000-1-E_20230804T215742.000000Z_01_01_00.01.fits.gz","PROPOSED","DpdVisRawFrame"
73,0223CA5501CF1740E0632F061AAC03AA,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","WIDE","3.1.2",4912,,"false","Nominal/Short",1970-02-04 13:09:28.207000,60160.88219085364,1970-02-04 13:03:15.083000,2023-08-04 21:10:21.289754,"le1.visRawImage","0.2","s",289.0,,,"EUC_LE1_VIS-00000-1-E_20230804T211018.000000Z_01_01_00.01.fits.gz","PROPOSED","DpdVisRawFrame"
74,0223EC7362D73D7AE0632F061AACC9EA,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","WIDE","3.1.2",12560,,"false","Nominal/Short",1970-02-04 05:02:54.324000,60160.54429674834,1970-02-04 04:56:41.084000,2023-08-04 13:03:47.239056,"le1.visRawImage","0.2","s",289.0,,,"EUC_LE1_VIS-00000-1-E_20230804T130344.000000Z_01_01_00.01.fits.gz","PROPOSED","DpdVisRawFrame"
75,0223F535F8E6475DE0632F061AAC3B8A,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","WIDE","3.1.2",12562,,"false","Nominal/Short",1970-02-04 05:15:52.298000,60160.5533013936,1970-02-04 05:09:39.084000,2023-08-04 13:16:45.240407,"le1.visRawImage","0.2","s",289.0,,,"EUC_LE1_VIS-00000-1-E_20230804T131642.000000Z_01_01_00.01.fits.gz","PROPOSED","DpdVisRawFrame"
76,0223FDEB634055D0E0632F061AAC8ECD,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","WIDE","3.1.2",12563,,"false","Nominal/Short",1970-02-04 05:22:21.273000,60160.557803716234,1970-02-04 05:16:08.084000,2023-08-04 13:23:14.241083,"le1.visRawImage","0.2","s",289.0,,,"EUC_LE1_VIS-00000-1-E_20230804T132311.000000Z_01_01_00.01.fits.gz","PROPOSED","DpdVisRawFrame"
77,022417AA62A67288E0632F061AACEB30,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","WIDE","3.1.2",12566,,"false","Nominal/Short",1970-02-04 05:41:48.243000,60160.571310684136,1970-02-04 05:35:35.084000,2023-08-04 13:42:41.243109,"le1.visRawImage","0.2","s",289.0,,,"EUC_LE1_VIS-00000-1-E_20230804T134238.000000Z_01_01_00.01.fits.gz","PROPOSED","DpdVisRawFrame"
78,02242044F8897BBFE0632F061AAC31A2,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","WIDE","3.1.2",12567,,"false","Nominal/Short",1970-02-04 05:48:17.254000,60160.57581300677,1970-02-04 05:42:04.084000,2023-08-04 13:49:10.243785,"le1.visRawImage","0.2","s",289.0,,,"EUC_LE1_VIS-00000-1-E_20230804T134907.000000Z_01_01_00.01.fits.gz","PROPOSED","DpdVisRawFrame"
79,022428E73E438561E0632F061AAC0CED,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","WIDE","3.1.2",12570,,"false","Nominal/Short",1970-02-04 06:07:44.277000,60160.589319974664,1970-02-04 06:01:31.083000,2023-08-04 14:08:37.245811,"le1.visRawImage","0.2","s",289.0,,,"EUC_LE1_VIS-00000-1-E_20230804T140834.000000Z_01_01_00.01.fits.gz","PROPOSED","DpdVisRawFrame"
80,022431A2541C8E98E0632F061AAC08EA,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","WIDE","3.1.2",12569,,"false","Nominal/Short",1970-02-04 06:01:15.216000,60160.58481765204,1970-02-04 05:55:02.084000,2023-08-04 14:02:08.245136,"le1.visRawImage","0.2","s",289.0,,,"EUC_LE1_VIS-00000-1-E_20230804T140205.000000Z_01_01_00.01.fits.gz","PROPOSED","DpdVisRawFrame"
81,02244B806EA1AB34E0632F061AAC1632,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","WIDE","3.1.2",12575,,"false","Nominal/Short",1970-02-04 06:40:09.259000,60160.61183158783,1970-02-04 06:33:56.083000,2023-08-04 14:41:02.249188,"le1.visRawImage","0.2","s",289.0,,,"EUC_LE1_VIS-00000-1-E_20230804T144059.000000Z_01_01_00.01.fits.gz","PROPOSED","DpdVisRawFrame"
82,022454093567B533E0632F061AAC433E,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","WIDE","3.1.2",12574,,"false","Nominal/Short",1970-02-04 06:33:40.228000,60160.60732926521,1970-02-04 06:27:27.084000,2023-08-04 14:34:33.248514,"le1.visRawImage","0.2","s",289.0,,,"EUC_LE1_VIS-00000-1-E_20230804T143430.000000Z_01_01_00.01.fits.gz","PROPOSED","DpdVisRawFrame"
83,0224652A50C7CC3FE0632F061AACD2CD,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","WIDE","3.1.2",12583,,"false","Nominal/Short",1970-02-04 07:32:01.285000,60160.6478501689,1970-02-04 07:25:48.083000,2023-08-04 15:32:54.254593,"le1.visRawImage","0.2","s",289.0,,,"EUC_LE1_VIS-00000-1-E_20230804T153251.000000Z_01_01_00.01.fits.gz","PROPOSED","DpdVisRawFrame"
84,022487CA6A314C39E0632F061AAC2D12,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","WIDE","3.1.2",12593,,"false","Nominal/Short",1970-02-04 08:36:51.262000,60160.692873395245,1970-02-04 08:30:38.084000,2023-08-04 16:37:44.261349,"le1.visRawImage","0.2","s",289.0,,,"EUC_LE1_VIS-00000-1-E_20230804T163741.000000Z_01_01_00.01.fits.gz","PROPOSED","DpdVisRawFrame"
85,0224909927E457D6E0632F061AACB98A,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","WIDE","3.1.2",12602,,"false","Nominal/Short",1970-02-04 09:35:12.275000,60160.73339429895,1970-02-04 09:28:59.084000,2023-08-04 17:36:05.267429,"le1.visRawImage","0.2","s",289.0,,,"EUC_LE1_VIS-00000-1-E_20230804T173602.000000Z_01_01_00.01.fits.gz","PROPOSED","DpdVisRawFrame"
86,0224A218FE0B6A8DE0632F061AAC9939,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","WIDE","3.1.2",12600,,"false","Nominal/Short",1970-02-04 09:22:14.271000,60160.72438965368,1970-02-04 09:16:01.084000,2023-08-04 17:23:07.266078,"le1.visRawImage","0.2","s",289.0,,,"EUC_LE1_VIS-00000-1-E_20230804T172304.000000Z_01_01_00.01.fits.gz","PROPOSED","DpdVisRawFrame"
87,0224C48433BA900FE0632F061AACC7E6,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","WIDE","3.1.2",4880,,"false","Nominal/Short",1970-02-04 11:29:10.206000,60160.81253795492,1970-02-04 11:22:57.084000,2023-08-04 19:30:03.279305,"le1.visRawImage","0.2","s",289.0,,,"EUC_LE1_VIS-00000-1-E_20230804T193000.000000Z_01_01_00.01.fits.gz","PROPOSED","DpdVisRawFrame"
88,022512E3C479EA9CE0632F061AACF6ED,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","WIDE","3.1.2",4933,,"false","Nominal/Short",1970-02-04 14:22:58.395000,60160.93323260896,1970-02-04 14:16:45.084000,2023-08-04 22:23:51.297414,"le1.visRawImage","0.2","s",289.0,,,"EUC_LE1_VIS-00000-1-E_20230804T222348.000000Z_01_01_00.01.fits.gz","PROPOSED","DpdVisRawFrame"
89,0225764BA627673CE0632F061AACA6AB,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","WIDE","3.1.2",4937,,"false","Nominal/Short",1970-02-04 14:57:46.411000,60160.957399317595,1970-02-04 14:51:33.084000,2023-08-04 22:58:39.301040,"le1.visRawImage","0.2","s",289.0,,,"EUC_LE1_VIS-00000-1-E_20230804T225836.000000Z_01_01_00.01.fits.gz","PROPOSED","DpdVisRawFrame"
90,02257EF919BA708CE0632F061AACFD27,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","WIDE","3.1.2",4936,,"false","Nominal/Short",1970-02-04 14:49:04.390000,60160.951357640435,1970-02-04 14:42:51.084000,2023-08-04 22:49:57.300133,"le1.visRawImage","0.2","s",289.0,,,"EUC_LE1_VIS-00000-1-E_20230804T224954.000000Z_01_01_00.01.fits.gz","PROPOSED","DpdVisRawFrame"
91,02259E0839659501E0632F061AAC6E1B,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","WIDE","3.1.2",4961,,"false","Nominal/Short",1970-02-04 15:45:32.204000,60160.99057067149,1970-02-04 15:39:19.084000,2023-08-04 23:46:25.306017,"le1.visRawImage","0.2","s",289.0,,,"EUC_LE1_VIS-00000-1-E_20230804T234622.000000Z_01_01_00.01.fits.gz","PROPOSED","DpdVisRawFrame"
92,0225AEDB70E8AAB6E0632F061AAC9B89,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","WIDE","3.1.2",4960,,"false","Nominal/Short",1970-02-04 15:19:46.205000,60160.97267712189,1970-02-04 15:13:33.083000,2023-08-04 23:20:39.303331,"le1.visRawImage","0.2","s",289.0,,,"EUC_LE1_VIS-00000-1-E_20230804T232036.000000Z_01_01_00.01.fits.gz","PROPOSED","DpdVisRawFrame"
93,0225B7AA2D6BB46DE0632F061AAC324D,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","WIDE","3.1.2",4960,,"false","Nominal/Short",1970-02-04 15:32:41.412000,60160.981647044886,1970-02-04 15:26:28.084000,2023-08-04 23:33:34.304678,"le1.visRawImage","0.2","s",289.0,,,"EUC_LE1_VIS-00000-1-E_20230804T232036.000000Z_03_01_00.01.fits.gz","PROPOSED","DpdVisRawFrame"
94,0225C05BD6CBBE1AE0632F061AACD814,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","WIDE","3.1.2",4960,,"false","Nominal/Short",1970-02-04 15:26:12.449000,60160.97714472225,1970-02-04 15:19:59.084000,2023-08-04 23:27:05.304003,"le1.visRawImage","0.2","s",289.0,,,"EUC_LE1_VIS-00000-1-E_20230804T232036.000000Z_02_01_00.01.fits.gz","PROPOSED","DpdVisRawFrame"
95,0225CD31D36FCE1BE0632F061AAC17C0,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","WIDE","3.1.2",4964,,"false","Nominal/Short",1970-02-04 16:44:34.423000,60161.03156611306,1970-02-04 16:38:21.084000,2023-08-05 00:45:27.312168,"le1.visRawImage","0.2","s",289.0,,,"EUC_LE1_VIS-00000-1-E_20230805T003858.000000Z_02_01_00.01.fits.gz","PROPOSED","DpdVisRawFrame"
96,0225DE68CC1FE116E0632F061AAC0C51,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","WIDE","3.1.2",4962,,"false","Nominal/Short",1970-02-04 16:03:04.200000,60161.00274661856,1970-02-04 15:56:51.083000,2023-08-05 00:03:57.307843,"le1.visRawImage","0.2","s",289.0,,,"EUC_LE1_VIS-00000-1-E_20230805T000354.000000Z_01_01_00.01.fits.gz","PROPOSED","DpdVisRawFrame"
97,0225F87DFC8DFE1CE0632F061AAC3B33,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","WIDE","3.1.2",4964,,"false","Nominal/Short",1970-02-04 16:38:08.201000,60161.0270985127,1970-02-04 16:31:55.083000,2023-08-05 00:39:01.311497,"le1.visRawImage","0.2","s",289.0,,,"EUC_LE1_VIS-00000-1-E_20230805T003858.000000Z_01_01_00.01.fits.gz","PROPOSED","DpdVisRawFrame"
98,022614CC5853232BE0632F061AAC7A35,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","WIDE","3.1.2",4966,,"false","Nominal/Short",1970-02-04 17:21:23.246000,60161.05713328709,1970-02-04 17:15:10.084000,2023-08-05 01:22:16.316005,"le1.visRawImage","0.2","s",289.0,,,"EUC_LE1_VIS-00000-1-E_20230805T011547.000000Z_02_01_00.01.fits.gz","PROPOSED","DpdVisRawFrame"
99,0226266B78F336D5E0632F061AAC2694,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","WIDE","3.1.2",4965,,"false","Nominal/Short",1970-02-04 17:02:06.263000,60161.04374206013,1970-02-04 16:55:53.084000,2023-08-05 01:02:59.313995,"le1.visRawImage","0.2","s",289.0,,,"EUC_LE1_VIS-00000-1-E_20230805T005630.000000Z_02_01_00.01.fits.gz","PROPOSED","DpdVisRawFrame"
100,02262F46B80B409CE0632F061AACE1F2,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","WIDE","3.1.2",4966,,"false","Nominal/Short",1970-02-04 17:14:57.201000,60161.05266568674,1970-02-04 17:08:44.084000,2023-08-05 01:15:50.315334,"le1.visRawImage","0.2","s",289.0,,,"EUC_LE1_VIS-00000-1-E_20230805T011547.000000Z_01_01_00.01.fits.gz","PROPOSED","DpdVisRawFrame"
101,0206372AEA5DFF34E0632F061AACE7FA,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","CALIBRATION","3.1.2",2147508224,,"false","ChargeInjection",1970-02-02 22:16:24.690000,60159.26531304573,1970-02-02 22:14:57.084000,2023-08-03 06:22:03.047152,"le1.visRawImage","0.2","s",0.001,,,"EUC_LE1_VIS-65536-1-C_20230803T060632.000000Z_02_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
102,021023A2F9CF984CE0632F061AAC7E12,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","CALIBRATION","3.1.2",2147509632,,"false","Bias",1970-02-03 01:37:56.715000,60159.40539430751,1970-02-03 01:36:40.083000,2023-08-03 09:43:46.068169,"le1.visRawImage","0.2","s",0.0,,,"EUC_LE1_VIS-65536-1-C_20230803T092802.000000Z_02_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
103,0210346FC783BF7CE0632F061AAC7555,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","WIDE","3.1.2",2147509504,,"false","Nominal/Short",1970-02-03 01:20:46.503000,60159.39233872929,1970-02-03 01:17:52.083000,2023-08-03 09:24:58.066210,"le1.visRawImage","0.2","s",89.52,,,"EUC_LE1_VIS-65536-1-C_20230803T091020.000000Z_02_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
104,0210A3D29CC43D23E0632F061AACE9F0,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","WIDE","3.1.2",2147510016,,"false","Nominal/Short",1970-02-03 02:27:02.729000,60159.43291750346,1970-02-03 02:16:18.083000,2023-08-03 10:23:24.072299,"le1.visRawImage","0.2","s",560.52,,,"EUC_LE1_VIS-65536-1-C_20230803T102324.000000Z_01_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
105,0210AB9C1D6D4F6BE0632F061AACFD6C,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","WIDE","3.1.2",2147510016,,"false","Nominal/Short",1970-02-03 02:33:49.720000,60159.44307955816,1970-02-03 02:30:56.084000,2023-08-03 10:38:02.073825,"le1.visRawImage","0.2","s",89.52,,,"EUC_LE1_VIS-65536-1-C_20230803T102324.000000Z_02_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
106,0210B365D8C5675BE0632F061AACCF15,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","CALIBRATION","3.1.2",2147510144,,"false","Bias",1970-02-03 02:51:00.717000,60159.45613513637,1970-02-03 02:49:44.083000,2023-08-03 10:56:50.075783,"le1.visRawImage","0.2","s",0.0,,,"EUC_LE1_VIS-65536-1-C_20230803T104106.000000Z_02_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
107,0210BCB75D367B89E0632F061AAC34F8,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","WIDE","3.1.2",2147510144,,"false","Nominal/Short",1970-02-03 02:44:44.858000,60159.445209191486,1970-02-03 02:34:00.084000,2023-08-03 10:41:06.074144,"le1.visRawImage","0.2","s",560.52,,,"EUC_LE1_VIS-65536-1-C_20230803T104106.000000Z_01_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
108,0210C61286C59262E0632F061AACA4CD,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","WIDE","3.1.2",2147510272,,"false","Nominal/Short",1970-02-03 03:02:26.859000,60159.45750087949,1970-02-03 02:51:42.084000,2023-08-03 10:58:48.075988,"le1.visRawImage","0.2","s",560.52,,,"EUC_LE1_VIS-65536-1-C_20230803T105848.000000Z_01_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
109,0210C8455638972DE0632F061AACE033,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","CALIBRATION","3.1.2",2147510272,,"false","SerialTrapPumpingMultipleReading",1970-02-03 03:10:48.422000,60159.46842682438,1970-02-03 03:07:26.083000,2023-08-03 11:14:32.077627,"le1.visRawImage","0.2","s",0.0,,,"EUC_LE1_VIS-65536-1-C_20230803T105848.000000Z_02_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
110,0210D97D7504C02BE0632F061AAC2C5A,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","WIDE","3.1.2",2147510528,,"false","Nominal/Short",1970-02-03 03:46:53.728000,60159.493820387004,1970-02-03 03:44:00.083000,2023-08-03 11:51:06.081437,"le1.visRawImage","0.2","s",89.52,,,"EUC_LE1_VIS-65536-1-C_20230803T113628.000000Z_02_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
111,0210E2FEAC90D6B3E0632F061AAC48A9,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","WIDE","3.1.2",2147510528,,"false","Nominal/Short",1970-02-03 03:40:06.727000,60159.48365833232,1970-02-03 03:29:22.083000,2023-08-03 11:36:28.079912,"le1.visRawImage","0.2","s",560.52,,,"EUC_LE1_VIS-65536-1-C_20230803T113628.000000Z_01_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
112,0210EAC2ED7DEA22E0632F061AAC9943,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","CALIBRATION","3.1.2",2147510656,,"false","Dark",1970-02-03 04:04:35.736000,60159.50347318154,1970-02-03 03:57:54.083000,2023-08-03 12:05:00.082885,"le1.visRawImage","0.2","s",325.0,,,"EUC_LE1_VIS-65536-1-C_20230803T115410.000000Z_02_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
113,0210F3D34D1F0038E0632F061AAC78BC,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","WIDE","3.1.2",2147510656,,"false","Nominal/Short",1970-02-03 03:57:48.827000,60159.49595002034,1970-02-03 03:47:04.084000,2023-08-03 11:54:10.081758,"le1.visRawImage","0.2","s",560.52,,,"EUC_LE1_VIS-65536-1-C_20230803T115410.000000Z_01_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
114,0210FD1CE8871536E0632F061AACA810,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","WIDE","3.1.2",2147510784,,"false","Nominal/Short",1970-02-03 04:15:30.929000,60159.508241708354,1970-02-03 04:04:46.084000,2023-08-03 12:11:52.083602,"le1.visRawImage","0.2","s",560.52,,,"EUC_LE1_VIS-65536-1-C_20230803T121152.000000Z_01_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
115,02110B2C3DB9376FE0632F061AACC2A9,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","WIDE","3.1.2",2147510912,,"false","Nominal/Short",1970-02-03 04:42:15.719000,60159.53226952785,1970-02-03 04:39:22.083000,2023-08-03 12:46:28.087206,"le1.visRawImage","0.2","s",89.52,,,"EUC_LE1_VIS-65536-1-C_20230803T123128.000000Z_02_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
116,02111C1432126506E0632F061AAC1CAA,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","CALIBRATION","3.1.2",2147511040,,"false","Bias",1970-02-03 04:59:26.707000,60159.54532510609,1970-02-03 04:58:10.084000,2023-08-03 13:05:16.089166,"le1.visRawImage","0.2","s",0.0,,,"EUC_LE1_VIS-65536-1-C_20230803T124932.000000Z_02_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
117,02112549167D7A51E0632F061AAC0DD6,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","WIDE","3.1.2",2147511040,,"false","Nominal/Short",1970-02-03 04:53:10.836000,60159.53439916119,1970-02-03 04:42:26.084000,2023-08-03 12:49:32.087527,"le1.visRawImage","0.2","s",560.52,,,"EUC_LE1_VIS-65536-1-C_20230803T124932.000000Z_01_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
118,021136CEC959A464E0632F061AAC74CF,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","WIDE","3.1.2",2147509888,,"false","Nominal/Short",1970-02-03 02:09:20.736000,60159.420625815445,1970-02-03 01:58:36.083000,2023-08-03 10:05:42.070454,"le1.visRawImage","0.2","s",560.52,,,"EUC_LE1_VIS-65536-1-C_20230803T100520.000000Z_01_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
119,0211404E7982BC99E0632F061AACF349,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","WIDE","3.1.2",2147511168,,"false","Nominal/Short",1970-02-03 05:10:52.948000,60159.5466908492,1970-02-03 05:00:08.084000,2023-08-03 13:07:14.089371,"le1.visRawImage","0.2","s",560.52,,,"EUC_LE1_VIS-65536-1-C_20230803T130714.000000Z_01_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
120,0211B6882C319CA2E0632F061AAC0E97,3,30,2,"CCSDS121_REORDERING",4439008,16,144,"Science","WIDE","3.1.2",2147511680,,"false","Nominal/Short",1970-02-03 06:23:56.820000,60159.597431678056,1970-02-03 06:13:12.084000,2023-08-03 14:20:18.096984,"le1.visRawImage","0.2","s",560.52,,,"EUC_LE1_VIS-65536-1-C_20230803T142018.000000Z_01_01_01.00.fits.gz","PROPOSED","DpdVisRawFrame"
